store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,banner,province_code,province_name,cma_code,cma_name,cma_type,fsa,coord_source,geo_source,osm_id,osm_type
osm:way/237059867,,,No Frills,open,6650 Roblin Boulevard,,,,Manitoba,,CA,49.86224,-97.3156735,America/Winnipeg,Discount,,,No Frills,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,237059867,way
osm:way/237529366,,https://www.realcanadiansuperstore.ca/store-locator/details/1569,Real Canadian Superstore,open,4410 17 Street NW,Edmonton,,,Alberta,T6T 0C1,CA,53.4808751,-113.3744894,America/Edmonton,Hypermarket,,780-450-8328,Real Canadian Superstore,AB,Alberta,835,Edmonton,B,T6T,osm,osm+postcode_letter,237529366,way
osm:way/238524506,,https://www.realcanadiansuperstore.ca/store-locator/details/1514,Real Canadian Superstore,open,215 Saint Anne's Road,,,,Manitoba,,CA,49.8576463,-97.1027466,America/Winnipeg,Hypermarket,,,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,238524506,way
osm:way/240064971,,,Your Independent Grocer,open,55 Brunetville Road,Kapuskasing,,,Ontario,,CA,49.4195361,-82.4166844,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,240064971,way
osm:way/242896677,,,No Frills,open,,,,,Ontario,,CA,42.9074382,-78.9436849,America/Toronto,Discount,,,No Frills,ON,Ontario,539,St. Catharines - Niagara,B,,osm,osm+pip,242896677,way
osm:way/243567686,,,No Frills,open,,,,,Alberta,,CA,53.3384106,-113.4170225,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,,osm,osm+pip,243567686,way
osm:way/245209100,,,No Frills,open,,,,,Ontario,,CA,43.6736216,-79.3191372,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,245209100,way
osm:way/245931719,,https://www.nofrills.ca/LCLOnline/staticStoreListing.jsp?provinceCode=AB&city=Peace+River,No Frills,open,7613 100 Avenue,Peace River,,,Alberta,T8S 1M5,CA,56.2314121,-117.3411053,America/Edmonton,Discount,,780-618-2465,No Frills,AB,Alberta,,,,T8S,osm,osm+postcode_letter,245931719,way
osm:way/247140342,,,Real Canadian Superstore,open,9064 Commercial Street,New Minas,,,Nova Scotia,,CA,45.0668532,-64.4562713,America/Halifax,Hypermarket,,,Real Canadian Superstore,NS,Nova Scotia,210,Kentville,D,,osm,osm+pip,247140342,way
osm:way/247360850,,,Your Independent Grocer,open,,,,,Nova Scotia,,CA,45.0918327,-64.3606942,America/Halifax,Supermarket,,,Your Independent Grocer,NS,Nova Scotia,,,,,osm,osm+pip,247360850,way
osm:way/248100794,,https://www.realcanadiansuperstore.ca/store-locator/details/0512,Real Canadian Superstore,open,25 45th Street South,Wasaga Beach,,,Ontario,,CA,44.4730739,-80.0737843,America/Toronto,Hypermarket,,705-429-4315,Real Canadian Superstore,ON,Ontario,565,Wasaga Beach,D,,osm,osm+pip,248100794,way
osm:way/250646908,,,Zehrs,open,,,,,Ontario,,CA,44.1057633,-79.5917395,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,535,Toronto,B,,osm,osm+pip,250646908,way
osm:way/251563979,,,Wholesale Club,open,921 Broad Street,,,,Saskatchewan,,CA,50.4640619,-104.6052778,America/Regina,Wholesale,,,Wholesale Club,SK,Saskatchewan,705,Regina,B,,osm,osm+pip,251563979,way
osm:way/251879848,,https://www.realcanadiansuperstore.ca/store-locator/details/1562,Real Canadian Superstore,open,2155 Ferry Avenue,,,,British Columbia,,CA,53.8872187,-122.7691326,America/Vancouver,Hypermarket,,250-960-1327,Real Canadian Superstore,BC,British Columbia,970,Prince George,K,,osm,osm+pip,251879848,way
osm:way/255621435,,https://www.realcanadiansuperstore.ca/store-locator/details/0551,Real Canadian Superstore,open,,,,,Ontario,,CA,42.7825658,-81.169858,America/Toronto,Hypermarket,,,Real Canadian Superstore,ON,Ontario,555,London,B,,osm,osm+pip,255621435,way
osm:way/255624031,,https://www.realcanadiansuperstore.ca/store-locator/details/1503,Real Canadian Superstore,open,,,,,Manitoba,,CA,49.5428165,-96.691446,America/Winnipeg,Hypermarket,,,Real Canadian Superstore,MB,Manitoba,605,Steinbach,D,,osm,osm+pip,255624031,way
osm:way/255737697,,,No Frills,open,600 Notre Dame Avenue,,,,Manitoba,,CA,49.89988,-97.1564698,America/Winnipeg,Discount,,,No Frills,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,255737697,way
osm:way/256794253,,https://www.nofrills.ca/en/store-locator/details/0743,No Frills,open,581 Lake Street,,,,Ontario,,CA,43.1987002,-79.2529885,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,539,St. Catharines - Niagara,B,,osm,osm+pip,256794253,way
osm:way/257207392,,,No Frills,open,,,,,Ontario,,CA,43.3824212,-81.0049667,America/Toronto,Discount,,,No Frills,ON,Ontario,553,Stratford,D,,osm,osm+pip,257207392,way
osm:way/257299680,,https://www.realcanadiansuperstore.ca/store-locator/details/2831,Real Canadian Superstore,open,769 Borden Avenue,Peterborough,,,Ontario,K9J 0B6,CA,44.2813541,-78.3331143,America/Toronto,Hypermarket,,705-749-6962,Real Canadian Superstore,ON,Ontario,529,Peterborough,B,K9J,osm,osm+postcode_letter,257299680,way
osm:way/260043326,,,No Frills,open,,,,,Ontario,,CA,43.2184197,-79.9198251,America/Toronto,Discount,,,No Frills,ON,Ontario,537,Hamilton,B,,osm,osm+pip,260043326,way
osm:way/260509413,,https://www.nofrills.ca/en/store-locator/details/3650,No Frills,open,6509 51 Street,Olds,,,Alberta,,CA,51.7934044,-114.1347415,America/Edmonton,Discount,,,No Frills,AB,Alberta,,,,,osm,osm+pip,260509413,way
osm:way/264684728,,,Terashita's No Frills,open,731 Alberta Street West,Brooks,,,Alberta,T1R 0N8,CA,50.5743557,-111.8992492,America/Edmonton,Discount,,,No Frills,AB,Alberta,806,Brooks,D,T1R,osm,osm+postcode_letter,264684728,way
osm:way/264797709,,,No Frills,open,39 Winners Circle,,,,Ontario,K7S 3G9,CA,45.4217692,-76.3694858,America/Toronto,Discount,,,No Frills,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K7S,osm,osm+postcode_letter,264797709,way
osm:way/264965003,,https://www.maxi.ca/,Maxi,open,,,,,Quebec,J1G 1C7,CA,45.4070425,-71.8710259,America/Toronto,Discount,,819-562-8684,Maxi,QC,Quebec,433,Sherbrooke,B,J1G,osm,osm+postcode_letter,264965003,way
osm:way/269230858,,https://www.realcanadiansuperstore.ca/store-locator/details/1558,Real Canadian Superstore,open,2855 Gladwin Road,,,,British Columbia,V2T 6Y4,CA,49.0540112,-122.3175509,America/Vancouver,Hypermarket,,604-557-5218,Real Canadian Superstore,BC,British Columbia,932,Abbotsford - Mission,B,V2T,osm,osm+postcode_letter,269230858,way
osm:way/271385556,,https://www.realcanadiansuperstore.ca/store-locator/details/1548,Real Canadian Superstore,open,9 Haineault Street,Fort McMurray,,,Alberta,,CA,56.7232871,-111.3763603,America/Edmonton,Hypermarket,,780-790-3827,Real Canadian Superstore,AB,Alberta,860,Wood Buffalo,K,,osm,osm+pip,271385556,way
osm:way/272149435,,,No Frills,open,3800 Rutherford Road,,,,Ontario,,CA,43.8270015,-79.5539352,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,,osm,osm+pip,272149435,way
osm:way/274454426,,https://www.yourindependentgrocer.ca/LCLOnline/store_details_landing_page.jsp?storeId=567,Your Independent Grocer,open,5121 County Road 21,Haliburton,,,Ontario,K0M 1S0,CA,45.0468826,-78.535809,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,K0M,osm,osm+postcode_letter,274454426,way
osm:way/276522174,,https://www.realcanadiansuperstore.ca/store-locator/details/1583,Real Canadian Superstore,open,30 Thatcher Drive,Moose Jaw,,,Saskatchewan,S6H 7K8,CA,50.4146539,-105.5311353,America/Regina,Hypermarket,,306-691-6000,Real Canadian Superstore,SK,Saskatchewan,715,Moose Jaw,D,S6H,osm,osm+postcode_letter,276522174,way
osm:way/277176901,,,Maxi,open,,,,,Quebec,,CA,45.4198965,-72.7538837,America/Toronto,Discount,,,Maxi,QC,Quebec,450,Granby,K,,osm,osm+pip,277176901,way
osm:way/277425590,,,Maxi & Cie,open,Boulevard Saint-Martin,Laval,,,Quebec,,CA,45.5537344,-73.7502045,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip+nearest,277425590,way
osm:way/282092636,,https://www.realcanadiansuperstore.ca/store-locator/details/1541,Real Canadian Superstore,open,3515 Mayor Magrath Drive South,Lethbridge,,,Alberta,T1K 8A8,CA,49.6591125,-112.78906,America/Edmonton,Hypermarket,,403-331-2519,Real Canadian Superstore,AB,Alberta,810,Lethbridge,B,T1K,osm,osm+postcode_letter,282092636,way
osm:way/287149187,,,Your Independent Grocer,open,654 Algonquin Boulevard East,Timmins,,,Ontario,P4N 8R4,CA,48.4782831,-81.315129,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,586,Timmins,D,P4N,osm,osm+postcode_letter,287149187,way
osm:way/287657914,,,Your Independent Grocer,open,,,,,Ontario,,CA,42.8530305,-80.4984825,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,547,Norfolk,D,,osm,osm+pip,287657914,way
osm:way/287711109,,https://www.realcanadiansuperstore.ca/store-locator/details/1510,Real Canadian Superstore,open,175 Cargill Road,Winkler,,,Manitoba,R6W 4A9,CA,49.1863376,-97.9320843,America/Winnipeg,Hypermarket,,204-331-2519,Real Canadian Superstore,MB,Manitoba,603,Winkler,D,R6W,osm,osm+postcode_letter,287711109,way
osm:way/287788708,,https://www.yourindependentgrocer.ca/store-locator/details/1824,Your Independent Grocer,open,315 Herold Road,Saskatoon,,,Saskatchewan,S7V 1J7,CA,52.1003268,-106.5684959,America/Regina,Supermarket,,306-664-5033,Your Independent Grocer,SK,Saskatchewan,725,Saskatoon,B,S7V,osm,osm+postcode_letter,287788708,way
osm:way/288132662,,,Zehrs,open,,,,,Ontario,,CA,43.3560368,-80.2873096,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,541,Kitchener - Cambridge - Waterloo,B,,osm,osm+pip,288132662,way
osm:way/288656037,,,No Frills,open,4034 Albert Street,,,,Saskatchewan,,CA,50.4143641,-104.6199106,America/Regina,Discount,,,No Frills,SK,Saskatchewan,705,Regina,B,,osm,osm+pip,288656037,way
osm:way/288663535,,,No Frills,open,285 Mill Street,,,,Ontario,,CA,44.3318807,-79.8870636,America/Toronto,Discount,,,No Frills,ON,Ontario,563,Essa,D,,osm,osm+pip,288663535,way
osm:way/289105724,,,No Frills,open,4501 17 Avenue SE,,,,Alberta,,CA,51.0366289,-113.9693427,America/Edmonton,Discount,,,No Frills,AB,Alberta,825,Calgary,B,,osm,osm+pip,289105724,way
osm:way/289480847,,https://www.realcanadiansuperstore.ca/store-locator/details/1506,Real Canadian Superstore,open,1578 Regent Avenue West,Winnipeg,,,Manitoba,R2C 3B4,CA,49.8942628,-97.0664077,America/Winnipeg,Hypermarket,,204-654-5500,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,R2C,osm,osm+postcode_letter,289480847,way
osm:way/289740243,,https://www.realcanadiansuperstore.ca/store-locator/details/1508,Real Canadian Superstore,open,3193 Portage Avenue,,,,Manitoba,,CA,49.8827617,-97.288381,America/Winnipeg,Hypermarket,,,Real Canadian Superstore,MB,Manitoba,602,Winnipeg,B,,osm,osm+pip,289740243,way
osm:way/289968068,,https://www.yourindependentgrocer.ca/store-locator/details/1806,Your Independent Grocer,open,,,,,Yukon,,CA,60.7249411,-135.0606899,America/Whitehorse,Supermarket,,,Your Independent Grocer,YT,Yukon,990,Whitehorse,D,,osm,osm+pip,289968068,way
osm:way/290581890,,,No Frills,open,,,,,Ontario,,CA,42.8758031,-82.454269,America/Toronto,Discount,,,No Frills,ON,Ontario,562,Sarnia,K,,osm,osm+pip+nearest,290581890,way
osm:way/292619678,,,Wholesale Club,open,,,,,British Columbia,,CA,49.4941221,-117.2975243,America/Vancouver,Wholesale,,,Wholesale Club,BC,British Columbia,907,Nelson,D,,osm,osm+pip,292619678,way
osm:way/292766179,,https://www.realcanadiansuperstore.ca/store-locator/details/2803,Real Canadian Superstore,open,1485 Lasalle Boulevard,Sudbury,,,Ontario,P3A 5H7,CA,46.5201847,-80.9399365,America/Toronto,Hypermarket,,,Real Canadian Superstore,ON,Ontario,580,Greater Sudbury / Grand Sudbury,B,P3A,osm,osm+postcode_letter,292766179,way
osm:way/295323769,,https://www.realcanadiansuperstore.ca/store-locator/details/1521,Real Canadian Superstore,open,7550 King George Boulevard,,,,British Columbia,,CA,49.1398149,-122.8429024,America/Vancouver,Hypermarket,,604-599-3721,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,295323769,way
osm:way/295385018,,,Maxi,open,1030 Boulevard Vachon Nord,Sainte-Marie,,,Quebec,G6E 1M2,CA,46.4522633,-71.0321399,America/Toronto,Discount,,,Maxi,QC,Quebec,423,Sainte-Marie,D,G6E,osm,osm+postcode_letter,295385018,way
osm:way/295599811,,,Maxi,open,,,,,Quebec,,CA,45.5383062,-73.9224531,America/Toronto,Discount,,,Maxi,QC,Quebec,462,Montréal,B,,osm,osm+pip+nearest,295599811,way
osm:way/296328141,,,No Frills,open,,,,,Ontario,,CA,43.9883215,-80.7418071,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,296328141,way
osm:way/297125492,,https://www.wholesaleclub.ca/,Wholesale Club,open,520 St. George Boulevard,Moncton,,,New Brunswick,E1E 2B5,CA,46.0876353,-64.7964853,America/Moncton,Wholesale,,506-852-2139,Wholesale Club,NB,New Brunswick,305,Moncton,B,E1E,osm,osm+postcode_letter,297125492,way
osm:way/297257749,,https://www.realcanadiansuperstore.ca/store-locator/details/1561,Real Canadian Superstore,open,19851 Willowbrook Drive,Langley,,,British Columbia,,CA,49.1183606,-122.6733649,America/Vancouver,Hypermarket,,,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,,osm,osm+pip,297257749,way
osm:way/299168644,,,Zehrs,open,600 Mitchell Road South,,,,Ontario,,CA,43.730965,-80.9678123,America/Toronto,Supermarket,,519-291-5515,Zehrs,ON,Ontario,,,,,osm,osm+pip,299168644,way
osm:way/300145533,,,No Frills,open,,,,,Alberta,,CA,53.6156262,-113.4902337,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,,osm,osm+pip,300145533,way
osm:way/301128897,,,Maxi,open,,Victoriaville,,,Quebec,,CA,46.0662056,-71.9278054,America/Toronto,Discount,,,Maxi,QC,Quebec,440,Victoriaville,D,,osm,osm+pip,301128897,way
osm:way/302208356,,,No Frills,open,1460 East Hastings Street,Vancouver,,,British Columbia,,CA,49.2809903,-123.0746056,America/Vancouver,Discount,,,No Frills,BC,British Columbia,933,Vancouver,B,,osm,osm+postcode_letter,302208356,way
osm:way/302421280,,,Your Independent Grocer,open,,,,,Ontario,,CA,49.6892285,-83.6833316,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,302421280,way
osm:way/304560880,,,Zehrs,open,,,,,Ontario,,CA,42.2471892,-83.0583674,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,559,Windsor,B,,osm,osm+pip,304560880,way
osm:way/308992267,,,No Frills,open,,,,,Ontario,,CA,43.1912078,-80.3681466,America/Toronto,Discount,,,No Frills,ON,Ontario,543,Brantford,B,,osm,osm+pip,308992267,way
osm:way/309337064,,,No Frills,open,900 Pine Road,Strathmore,,,Alberta,T1P 0A2,CA,51.035863,-113.3932648,America/Edmonton,Discount,,866-987-6453,No Frills,AB,Alberta,826,Strathmore,D,T1P,osm,osm+postcode_letter,309337064,way
osm:way/309507440,,,No Frills,open,2601 14 Avenue,Wainwright,,,Alberta,,CA,52.8415939,-110.8337159,America/Edmonton,Discount,,,No Frills,AB,Alberta,,,,,osm,osm+pip,309507440,way
osm:way/313032596,,,No Frills,open,711 King Street East,Gananoque,,,Ontario,,CA,44.3369386,-76.1492024,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,313032596,way
osm:way/315223345,,,No Frills,open,1811 Avenue Road,Toronto,,,Ontario,M5M 3Z3,CA,43.730692,-79.418582,America/Toronto,Discount,,,No Frills,ON,Ontario,535,Toronto,B,M5M,osm,osm+postcode_letter,315223345,way
osm:way/321238308,,,No Frills,open,,,,,Ontario,,CA,44.2751123,-78.3762716,America/Toronto,Discount,,,No Frills,ON,Ontario,529,Peterborough,B,,osm,osm+pip,321238308,way
osm:way/323284202,,,David & Mandie's No Frills,open,17515 175 Street NW,Edmonton,,,Alberta,T5S 2S1,CA,53.5400317,-113.622965,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,T5S,osm,osm+postcode_letter,323284202,way
osm:way/324379935,,,Maxi,open,,,,,Quebec,,CA,45.6344136,-72.969223,America/Toronto,Discount,,,Maxi,QC,Quebec,452,Saint-Hyacinthe,K,,osm,osm+pip,324379935,way
osm:way/325260472,,,Valu-mart,open,,,,,Ontario,,CA,46.5870587,-81.3344675,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,580,Greater Sudbury / Grand Sudbury,B,,osm,osm+pip,325260472,way
osm:way/326468547,,,No Frills,open,,,,,Alberta,,CA,53.5691461,-113.3946584,America/Edmonton,Discount,,,No Frills,AB,Alberta,835,Edmonton,B,,osm,osm+pip,326468547,way
osm:way/331009414,,https://www.realcanadiansuperstore.ca/store-locator/details/1550,Real Canadian Superstore,open,1792 Trans Canada Way Southeast,Medicine Hat,,,Alberta,T1B 4C6,CA,50.003724,-110.6527178,America/Edmonton,Hypermarket,,403-528-5727,Real Canadian Superstore,AB,Alberta,805,Medicine Hat,K,T1B,osm,osm+postcode_letter,331009414,way
osm:way/333105438,,,Maxi,open,,,,,Quebec,,CA,47.8263478,-69.5462816,America/Toronto,Discount,,,Maxi,QC,Quebec,405,Rivière-du-Loup,D,,osm,osm+pip,333105438,way
osm:way/333932112,,,Your Independent Grocer,open,745 Centre Street,Espanola,,,Ontario,P5E 1S8,CA,46.2469326,-81.7595502,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,P5E,osm,osm+postcode_letter,333932112,way
osm:way/334377380,,,Maxi,open,,,,,Quebec,,CA,46.7964984,-71.2397644,America/Toronto,Discount,,,Maxi,QC,Quebec,421,Québec,B,,osm,osm+pip+nearest,334377380,way
osm:way/337696741,,https://www.realcanadiansuperstore.ca/store-locator/details/1559,Real Canadian Superstore,open,32136 Lougheed Highway,,,,British Columbia,V2V 1A4,CA,49.1311328,-122.3336244,America/Vancouver,Hypermarket,,604-820-6436,Real Canadian Superstore,BC,British Columbia,932,Abbotsford - Mission,B,V2V,osm,osm+postcode_letter,337696741,way
osm:way/350643772,,https://www.realcanadiansuperstore.ca/store-locator/details/1544,Real Canadian Superstore,open,12225 99 St,,,,Alberta,T8V 6X9,CA,55.1909905,-118.790654,America/Edmonton,Hypermarket,,780-831-3827,Real Canadian Superstore,AB,Alberta,850,Grande Prairie,K,T8V,osm,osm+postcode_letter,350643772,way
osm:way/351472683,,,No Frills,open,,,,,Alberta,,CA,55.1553435,-118.817531,America/Edmonton,Discount,,,No Frills,AB,Alberta,850,Grande Prairie,K,,osm,osm+pip,351472683,way
osm:way/356864872,,,No Frills,open,,,,,Ontario,,CA,45.3590452,-80.0417183,America/Toronto,Discount,,,No Frills,ON,Ontario,,,,,osm,osm+pip,356864872,way
osm:way/362127555,,,Real Canadian Superstore,open,7111 Chebucto Road,Halifax,,,Nova Scotia,B3L 4T2,CA,44.6439338,-63.6205002,America/Halifax,Hypermarket,,,Real Canadian Superstore,NS,Nova Scotia,205,Halifax,B,B3L,osm,osm+postcode_letter,362127555,way
osm:way/363976596,,,Your Independent Grocer,open,130 Queen Queen Street,,,,Ontario,,CA,43.2563387,-79.0752645,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,539,St. Catharines - Niagara,B,,osm,osm+pip,363976596,way
osm:way/364680408,,,Zehrs,open,289 Coldwater Road,Orillia,,,Ontario,L3V 6J3,CA,44.6082341,-79.4378434,America/Toronto,Supermarket,,705-325-5777,Zehrs,ON,Ontario,569,Orillia,D,L3V,osm,osm+postcode_letter,364680408,way
osm:way/367322060,,,No Frills,open,3455 Johnston Road,,,,British Columbia,,CA,49.2679757,-124.7842294,America/Vancouver,Discount,,,No Frills,BC,British Columbia,940,Port Alberni,D,,osm,osm+pip,367322060,way
osm:way/372818624,,,No Frills,open,,,,,Ontario,,CA,43.9672808,-78.1662971,America/Toronto,Discount,,,No Frills,ON,Ontario,527,Cobourg,D,,osm,osm+pip,372818624,way
osm:way/374126981,,,Dominion,open,166 Conception Bay Highway,Conception Bay South,,,Newfoundland and Labrador,A1W 3A6,CA,47.5173295,-52.962536,America/St_Johns,Supermarket,,709-834-2053,Dominion,NL,Newfoundland and Labrador,001,St. John's,B,A1W,osm,osm+postcode_letter,374126981,way
osm:way/375151755,,,Your Independent Grocer,open,,,,,New Brunswick,,CA,45.8967165,-64.3686986,America/Moncton,Supermarket,,506-536-1349,Your Independent Grocer,NB,New Brunswick,,,,,osm,osm+pip,375151755,way
osm:way/375416886,,https://www.realcanadiansuperstore.ca/store-locator/details/1552,Real Canadian Superstore,open,3020 Louie Drive,West Kelowna,,,British Columbia,V4T 3E1,CA,49.8358842,-119.6212494,America/Vancouver,Hypermarket,,250-707-7000,Real Canadian Superstore,BC,British Columbia,915,Kelowna,B,V4T,osm,osm+postcode_letter,375416886,way
osm:way/385503457,,https://www.zehrs.ca/,Zehrs,open,,,,,Ontario,,CA,44.1505003,-79.8794581,America/Toronto,Supermarket,,,Zehrs,ON,Ontario,535,Toronto,B,,osm,osm+pip,385503457,way
osm:way/386489548,,,Fortinos,open,493 Dundas Street West,Oakville,,,Ontario,,CA,43.467139,-79.745506,America/Toronto,Supermarket,,,Fortinos,ON,Ontario,535,Toronto,B,,osm,osm+pip,386489548,way
osm:way/387879490,,https://www.nofrills.ca/store-locator/details/3915,No Frills,open,2211 20th Sideroad,Innisfil,,,Ontario,,CA,44.3090126,-79.5760049,America/Toronto,Discount,,866-987-6453,No Frills,ON,Ontario,568,Barrie,B,,osm,osm+pip,387879490,way
osm:way/390542180,,,Atlantic Superstore,open,,,,,New Brunswick,,CA,46.1678528,-67.5951435,America/Moncton,Supermarket,,,Loblaws,NB,New Brunswick,,,,,osm,osm+pip,390542180,way
osm:way/400283732,,,Valu-mart,open,42 Russell Street West,Lindsay,,,Ontario,K9V 2W9,CA,44.3542064,-78.7375372,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,530,Kawartha Lakes,D,K9V,osm,osm+postcode_letter,400283732,way
osm:way/412580883,,https://www.realcanadiansuperstore.ca/store-locator/details/1586,Real Canadian Superstore,open,19655 Seton Way SE,Calgary,,,Alberta,T3M 2N9,CA,50.8747442,-113.9604418,America/Edmonton,Hypermarket,,587-471-7577,Real Canadian Superstore,AB,Alberta,825,Calgary,B,T3M,osm,osm+postcode_letter,412580883,way
osm:way/416980102,,,Maxi,open,545 Chemin Vanier,Gatineau,,,Quebec,J9J 1Z4,CA,45.417311,-75.8083685,America/Toronto,Discount,,,Maxi,QC,Quebec,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,J9J,osm,osm+postcode_letter,416980102,way
osm:way/417055526,,,Maxi,open,,,,,Quebec,,CA,45.2972578,-74.178548,America/Toronto,Supermarket,,,Provigo,QC,Quebec,462,Montréal,B,,osm,osm+pip,417055526,way
osm:way/417715908,,https://www.realcanadiansuperstore.ca/store-locator/details/1551,Real Canadian Superstore,open,2332 160 Street,,,,British Columbia,V3S 9N6,CA,49.0436706,-122.7760969,America/Vancouver,Hypermarket,,778-545-0431,Real Canadian Superstore,BC,British Columbia,933,Vancouver,B,V3S,osm,osm+postcode_letter,417715908,way
osm:way/427318869,,,Your Independent Grocer,open,,,,,Ontario,,CA,47.5095901,-79.6833527,America/Toronto,Supermarket,,,Your Independent Grocer,ON,Ontario,,,,,osm,osm+pip,427318869,way
osm:way/437530593,,,No Frills,open,5101 47 Avenue,,,,Alberta,,CA,52.3203462,-112.7063996,America/Edmonton,Discount,,,No Frills,AB,Alberta,,,,,osm,osm+pip,437530593,way
osm:way/438443562,,,No Frills,open,,,,,Alberta,,CA,54.1429467,-115.672297,America/Edmonton,Discount,,,No Frills,AB,Alberta,,,,,osm,osm+pip,438443562,way
osm:way/440927536,,https://www.shoppersdrugmart.ca/en/store-locator/store/1112,No Frills,open,5050 Tecumseh Road East,Windsor,,,Ontario,N8T 1C1,CA,42.3095017,-82.9654182,America/Toronto,Discount,,,No Frills,ON,Ontario,559,Windsor,B,N8T,osm,osm+postcode_letter,440927536,way
osm:way/442913930,,https://www.maxi.ca/,Maxi,open,169 Rue Queen,,,,Quebec,J1M 1K1,CA,45.3691986,-71.857752,America/Toronto,Discount,,819-823-0448,Maxi,QC,Quebec,433,Sherbrooke,B,J1M,osm,osm+postcode_letter,442913930,way
osm:way/442980016,,,Loblaws,open,650 Dupont Street,Toronto,,,Ontario,,CA,43.6721301,-79.4209881,America/Toronto,Supermarket,,,Loblaws,ON,Ontario,535,Toronto,B,,osm,osm+pip,442980016,way
osm:way/444221291,,https://www.yourindependentgrocer.ca/,Hardy's Your Independent Grocer,open,16 Superior Street,Devon,,,Alberta,T9G 1Z1,CA,53.3652927,-113.7336714,America/Edmonton,Supermarket,,780-987-8930,Your Independent Grocer,AB,Alberta,835,Edmonton,B,T9G,osm,osm+postcode_letter,444221291,way
osm:way/444660106,,,Wholesale Club,open,,,,,Alberta,,CA,54.2697628,-110.7284511,America/Edmonton,Wholesale,,,Wholesale Club,AB,Alberta,,,,,osm,osm+pip,444660106,way
osm:way/446204362,,,Your Independent Grocer,open,232 Water Street,Saint Andrews,,,New Brunswick,E5B 1B4,CA,45.0735351,-67.0517745,America/Moncton,Supermarket,,506-529-3831,Your Independent Grocer,NB,New Brunswick,,,,E5B,osm,osm+postcode_letter,446204362,way
osm:way/447128719,,https://www.yourindependentgrocer.ca/en_CA/store-list-page.ON.Rockland.html,Your Independent Grocer,open,2737 Laurier Street,,,,Ontario,K4K 1A3,CA,45.5413882,-75.2985684,America/Toronto,Supermarket,,613-446-7273,Your Independent Grocer,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,K4K,osm,osm+postcode_letter,447128719,way
osm:way/447277025,,,大統華 T&T Supermarket,open,224 Hunt Club Road,,,,Ontario,,CA,45.334054,-75.690196,America/Toronto,Asian Specialty,,,T&T Supermarket,ON,Ontario,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,,osm,osm+pip,447277025,way
osm:way/455072877,,,Your Independent Grocer,open,,,,,Alberta,,CA,52.2851926,-113.7689155,America/Edmonton,Supermarket,,,Your Independent Grocer,AB,Alberta,830,Red Deer,B,,osm,osm+pip,455072877,way
osm:way/455421508,,,No Frills,open,,,,,Ontario,,CA,42.3242694,-82.9882039,America/Toronto,Discount,,,No Frills,ON,Ontario,559,Windsor,B,,osm,osm+pip,455421508,way
osm:way/458520655,,,No Frills,open,,,,,Ontario,,CA,44.5628295,-80.9686538,America/Toronto,Discount,,,No Frills,ON,Ontario,566,Owen Sound,D,,osm,osm+pip,458520655,way
osm:way/461455359,,,Valu-mart,open,,,,,Ontario,,CA,43.4671615,-81.1951467,America/Toronto,Supermarket,,,Valu-Mart,ON,Ontario,,,,,osm,osm+pip,461455359,way
