store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,coord_source,fips_source,county_name,cbsa_name,cbsa_metro,csa_name
5146,,https://www.walmart.com/store/5146-san-antonio-tx,Walmart Supercenter,open,8030 Bandera Rd,San Antonio,,Texas,TX,78250,US,29.5173,-98.6352,America/Chicago,Supercenter,,210-520-6517,48,48029,48029181811,480291818111006,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
1198,,https://www.walmart.com/store/1198-san-antonio-tx,Walmart Supercenter,open,1515 N Loop 1604 E,San Antonio,,Texas,TX,78232,US,29.612,-98.4711,America/Chicago,Supercenter,,210-491-0291,48,48029,48029191818,480291918181009,41700,484,ceo,nominatim+fcc,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
2864,,https://www.walmart.com/store/2864-san-antonio-tx,Walmart Supercenter,open,6703 W Loop 1604 N,San Antonio,,Texas,TX,78254,US,29.5007,-98.7042,America/Chicago,Supercenter,,210-688-3626,48,48029,48029181732,480291817321008,41700,484,ceo,nominatim+fcc,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
4162,,https://www.walmart.com/store/4162-san-antonio-tx,Walmart Supercenter,open,12639 Blanco Rd,San Antonio,,Texas,TX,78216,US,29.5558,-98.5186,America/Chicago,Supercenter,,210-591-6282,48,48029,48029191408,480291914082000,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
4131,,https://www.walmart.com/store/4131-san-antonio-tx,Walmart Supercenter,open,9427 Culebra Rd,San Antonio,,Texas,TX,78251,US,29.4875,-98.6682,America/Chicago,Supercenter,,210-526-6000,48,48029,48029181730,480291817301004,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
1235,,https://www.walmart.com/store/1235-san-antonio-tx,Walmart Supercenter,open,5025 Nw Loop 410,San Antonio,,Texas,TX,78229,US,29.4881,-98.587,America/Chicago,Supercenter,,210-523-1091,48,48029,48029180702,480291807023004,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
5226,,https://www.walmart.com/store/5226-san-antonio-tx,Walmart Neighborhood Market,open,9526 W Military Dr,San Antonio,,Texas,TX,78251,US,29.4598,-98.6709,America/Chicago,Neighborhood Market,,210-536-2088,48,48029,48029171924,480291719242000,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
5145,,https://www.walmart.com/store/5145-san-antonio-tx,Walmart Supercenter,open,1603 Vance Jackson Rd,San Antonio,,Texas,TX,78213,US,29.4879,-98.5377,America/Chicago,Supercenter,,210-738-8218,48,48029,48029180901,480291809011009,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
2404,,https://www.walmart.com/store/2404-san-antonio-tx,Walmart Supercenter,open,8500 Jones Maltsberger Rd,San Antonio,,Texas,TX,78216,US,29.5148,-98.4819,America/Chicago,Supercenter,,210-377-1899,48,48029,48029120701,480291207011014,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
2239,,https://www.walmart.com/store/2239-san-antonio-tx,Walmart Supercenter,open,8923 W Military Dr,San Antonio,,Texas,TX,78245,US,29.4427,-98.6424,America/Chicago,Supercenter,,210-675-5092,48,48029,48029171926,480291719261008,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
3888,,https://www.walmart.com/store/3888-san-antonio-tx,Walmart Supercenter,open,11210 Potranco Rd,San Antonio,,Texas,TX,78253,US,29.4337,-98.7138,America/Chicago,Supercenter,,210-679-7184,48,48029,48029172002,480291720022001,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
3058,,https://www.walmart.com/store/3058-san-antonio-tx,Walmart Supercenter,open,918 Bandera Rd,San Antonio,,Texas,TX,78228,US,29.4586,-98.5535,America/Chicago,Supercenter,,210-536-0576,48,48029,48029180300,480291803002016,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
1803,,https://www.walmart.com/store/1803-san-antonio-tx,Walmart Supercenter,open,4331 Thousand Oaks Dr,San Antonio,,Texas,TX,78217,US,29.5534,-98.407,America/Chicago,Supercenter,,210-591-4977,48,48029,48029121111,480291211114016,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
5290,,https://www.walmart.com/store/5290-san-antonio-tx,Walmart Neighborhood Market,open,1515 S Ellison Dr,San Antonio,,Texas,TX,78245,US,29.4171,-98.6794,America/Chicago,Neighborhood Market,,210-276-2012,48,48029,48029171922,480291719221000,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
765,,https://www.walmart.com/store/765-san-antonio-tx,Walmart Supercenter,open,16503 Nacogdoches Rd,San Antonio,,Texas,TX,78247,US,29.5917,-98.3559,America/Chicago,Supercenter,,210-646-6077,48,48029,48029121812,480291218124000,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
1347,,https://www.walmart.com/store/1347-san-antonio-tx,Walmart Supercenter,open,1430 Austin Hwy,San Antonio,,Texas,TX,78209,US,29.4901,-98.4374,America/Chicago,Supercenter,,210-637-1700,48,48029,48029120601,480291206011000,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
2769,,https://www.walmart.com/store/2769-san-antonio-tx,Walmart Supercenter,open,5626 Walzem Rd,San Antonio,,Texas,TX,78218,US,29.5075,-98.3749,America/Chicago,Supercenter,,210-507-0650,48,48029,48029121403,480291214031001,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
4056,,https://www.walmart.com/store/4056-converse-tx,Walmart Neighborhood Market,open,10781 Toepperwein Rd,Converse,,Texas,TX,78109,US,29.536,-98.3335,America/Chicago,Neighborhood Market,,210-672-6813,48,48029,48029121501,480291215013000,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
3391,,https://www.walmart.com/store/3391-schertz-tx,Walmart Supercenter,open,6102 Fm 3009,Schertz,,Texas,TX,78154,US,29.6048,-98.2793,America/Chicago,Supercenter,,210-651-8217,48,48187,48187210711,481872107111002,41700,484,ceo,census,Guadalupe County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
4055,,https://www.walmart.com/store/4055-universal-city-tx,Walmart Supercenter,open,510 Kitty Hawk Rd,Universal City,,Texas,TX,78148,US,29.5497,-98.3085,America/Chicago,Supercenter,,210-536-8548,48,48029,48029121601,480291216013012,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
999,,https://www.walmart.com/store/999-san-antonio-tx,Walmart Supercenter,open,7239 Sw Loop 410,San Antonio,,Texas,TX,78242,US,29.3592,-98.6347,America/Chicago,Supercenter,,210-247-5905,48,48029,48029161802,480291618021042,41700,484,ceo,nominatim+fcc,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
4102,,https://www.walmart.com/store/4102-castroville-tx,Walmart Supercenter,open,1151 Us Hwy 90 E,Castroville,,Texas,TX,78009,US,29.356,-98.8583,America/Chicago,Supercenter,,830-538-2110,48,48325,48325000103,483250001033042,41700,484,ceo,nominatim+fcc,Medina County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
5144,,https://www.walmart.com/store/5144-converse-tx,Walmart Supercenter,open,8315 Fm 78,Converse,,Texas,TX,78109,US,29.4957,-98.3217,America/Chicago,Supercenter,,210-666-6066,48,48029,48029131609,480291316093011,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
508,,https://www.walmart.com/store/508-kerrville-tx,Walmart Supercenter,open,1216 Junction Hwy,Kerrville,,Texas,TX,78028,US,30.0629,-99.1672,America/Chicago,Supercenter,,830-895-7900,48,48265,48265960200,482659602003008,28500,484,ceo,census,Kerr County,"Kerrville, TX",FALSE,"San Antonio-New Braunfels-Kerrville, TX"
3112,,https://www.walmart.com/store/3112-san-antonio-tx,Walmart Supercenter,open,4096 N Foster Rd,San Antonio,,Texas,TX,78244,US,29.465,-98.3569,America/Chicago,Supercenter,,210-507-4958,48,48029,48029131615,480291316152019,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
1154,,https://www.walmart.com/store/1154-fredericksburg-tx,Walmart Supercenter,open,1435 E Main St,Fredericksburg,,Texas,TX,78624,US,30.2568,-98.8531,America/Chicago,Supercenter,,830-997-2633,48,48171,48171950402,481719504022044,23240,484,ceo,census,Gillespie County,"Fredericksburg, TX",FALSE,"San Antonio-New Braunfels-Kerrville, TX"
3106,,https://www.walmart.com/store/3106-san-antonio-tx,Walmart Supercenter,open,8538 Interstate Hwy 35 S,San Antonio,,Texas,TX,78211,US,29.3388,-98.5549,America/Chicago,Supercenter,,210-810-3199,48,48029,48029161100,480291611004007,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
4115,,https://www.walmart.com/store/4115-cibolo-tx,Walmart Supercenter,open,602 Cibolo Valley Dr,Cibolo,,Texas,TX,78108,US,29.5739,-98.2366,America/Chicago,Supercenter,,210-659-9188,48,48187,48187210717,481872107171012,41700,484,ceo,census,Guadalupe County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
1313,,https://www.walmart.com/store/1313-san-antonio-tx,Walmart Supercenter,open,1200 Se Military Dr,San Antonio,,Texas,TX,78214,US,29.3529,-98.4798,America/Chicago,Supercenter,,210-921-0800,48,48029,48029192200,480291922002009,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
3279,,https://www.walmart.com/store/3279-san-antonio-tx,Walmart Supercenter,open,2100 Se Loop 410,San Antonio,,Texas,TX,78220,US,29.4,-98.3881,America/Chicago,Supercenter,,210-648-7194,48,48029,48029131402,480291314022001,41700,484,ceo,nominatim+fcc,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
240,,https://www.walmart.com/store/240-commerce-tx,Walmart Supercenter,open,2701 State Highway 50,Commerce,,Texas,TX,75428,US,33.2349,-95.9148,America/Chicago,Supercenter,,903-886-3108,48,48231,48231960100,482319601001066,19100,206,ceo,census,Hunt County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
1516,,https://www.walmart.com/store/1516-borger-tx,Walmart Supercenter,open,1501 Roosevelt,Borger,,Texas,TX,79007,US,35.6566,-101.411,America/Chicago,Supercenter,,806-274-7257,48,48233,48233950900,482339509001018,14420,108,ceo,nominatim+fcc,Hutchinson County,"Borger, TX",FALSE,"Amarillo-Borger, TX"
600,,https://www.walmart.com/store/600-pampa-tx,Walmart Supercenter,open,2801 No. Charles St.,Pampa,,Texas,TX,79065,US,35.5699,-100.9694,America/Chicago,Supercenter,,806-665-0727,48,48179,48179950100,481799501002186,37420,,ceo,fcc,Gray County,"Pampa, TX",FALSE,
812,,https://www.walmart.com/store/812-dumas-tx,Walmart Supercenter,open,2003 S Dumas Ave,Dumas,,Texas,TX,79029,US,35.8397,-101.9714,America/Chicago,Supercenter,,806-935-9075,48,48341,48341950301,483419503012000,20300,,ceo,census,Moore County,"Dumas, TX",FALSE,
917,,https://www.walmart.com/store/917-brady-tx,Walmart Supercenter,open,2207 S Bridge St,Brady,,Texas,TX,76825,US,31.1098,-99.3308,America/Chicago,Supercenter,,325-597-3406,48,48307,48307950300,483079503005081,,,ceo,census,,,,
438,,https://www.walmart.com/store/438-breckenridge-tx,Walmart Supercenter,open,3800 W Walker St,Breckenridge,,Texas,TX,76424,US,32.7593,-98.9451,America/Chicago,Supercenter,,254-559-6579,48,48429,48429950500,484299505001064,,,ceo,nominatim+fcc,,,,
561,,https://www.walmart.com/store/561-eastland-tx,Walmart Supercenter,open,1410 E Main St,Eastland,,Texas,TX,76448,US,32.4025,-98.7941,America/Chicago,Supercenter,,254-629-3371,48,48133,48133950202,481339502022019,,,ceo,census,,,,
353,,https://www.walmart.com/store/353-graham-tx,Walmart Supercenter,open,2121 State Highway 16 S,Graham,,Texas,TX,76450,US,33.0823,-98.5808,America/Chicago,Supercenter,,940-549-7714,48,48503,48503950600,485039506005027,,,ceo,census,,,,
321,,https://www.walmart.com/store/321-brenham-tx,Walmart Supercenter,open,203 Us Loop 290 West,Brenham,,Texas,TX,77833,US,30.1405,-96.3938,America/Chicago,Supercenter,,979-836-1118,48,48477,48477170300,484771703002040,14780,288,ceo,fcc,Washington County,"Brenham, TX",FALSE,"Houston-Pasadena, TX"
951,,https://www.walmart.com/store/951-hempstead-tx,Walmart,open,625 Highway 290 E,Hempstead,,Texas,TX,77445,US,30.0939,-96.0607,America/Chicago,Discount,,979-826-3344,48,48473,48473680501,484736805011101,26420,288,ceo,fcc,Waller County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
293,,https://www.walmart.com/store/293-navasota-tx,Walmart,open,1712 E Washington Ave,Navasota,,Texas,TX,77868,US,30.395,-96.0717,America/Chicago,Discount,,936-825-7541,48,48185,48185180201,481851802013002,,,ceo,census,,,,
1150,,https://www.walmart.com/store/1150-college-station-tx,Walmart Supercenter,open,1815 Brothers Blvd,College Station,,Texas,TX,77845,US,30.5977,-96.3006,America/Chicago,Supercenter,,979-693-3095,48,48041,48041001801,480410018012002,17780,,ceo,census,Brazos County,"College Station-Bryan, TX",TRUE,
567,,https://www.walmart.com/store/567-caldwell-tx,Walmart,open,475 State Highway 36 N,Caldwell,,Texas,TX,77836,US,30.5391,-96.7002,America/Chicago,Discount,,979-567-9807,48,48051,48051970300,480519703002023,17780,,ceo,census,Burleson County,"College Station-Bryan, TX",TRUE,
437,,https://www.walmart.com/store/437-sealy-tx,Walmart Supercenter,open,310 Overcreek Way,Sealy,,Texas,TX,77474,US,29.7579,-96.1524,America/Chicago,Supercenter,,979-627-7758,48,48015,48015760302,480157603022025,26420,288,ceo,fcc,Austin County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
4183,,https://www.walmart.com/store/4183-bryan-tx,Walmart Supercenter,open,643 N Harvey Mitchell Pkwy,Bryan,,Texas,TX,77807,US,30.6354,-96.3792,America/Chicago,Supercenter,,979-599-5877,48,48041,48041000203,480410002032001,17780,,ceo,census,Brazos County,"College Station-Bryan, TX",TRUE,
503,,https://www.walmart.com/store/503-columbus-tx,Walmart,open,2103 Milam St,Columbus,,Texas,TX,78934,US,29.6946,-96.5383,America/Chicago,Discount,,979-732-8341,48,48089,48089750500,480897505002048,,,ceo,census,,,,
322,,https://www.walmart.com/store/322-bryan-tx,Walmart Supercenter,open,2200 Briarcrest Dr,Bryan,,Texas,TX,77802,US,30.6575,-96.3304,America/Chicago,Supercenter,,979-776-6441,48,48041,48041001902,480410019022004,17780,,ceo,census,Brazos County,"College Station-Bryan, TX",TRUE,
1000,,https://www.walmart.com/store/1000-brownsville-tx,Walmart Supercenter,open,2721 Boca Chica Blvd,Brownsville,,Texas,TX,78521,US,25.9247,-97.4773,America/Chicago,Supercenter,,956-544-0394,48,48061,48061013106,480610131063016,15180,154,ceo,census,Cameron County,"Brownsville-Harlingen, TX",TRUE,"Brownsville-Harlingen-Raymondville, TX"
4112,,https://www.walmart.com/store/4112-brownsville-tx,Walmart Supercenter,open,2205 Ruben Torres Sr Blvd,Brownsville,,Texas,TX,78526,US,25.952,-97.4815,America/Chicago,Supercenter,,956-509-2077,48,48061,48061014501,480610145012000,15180,154,ceo,census,Cameron County,"Brownsville-Harlingen, TX",TRUE,"Brownsville-Harlingen-Raymondville, TX"
456,,https://www.walmart.com/store/456-brownsville-tx,Walmart Supercenter,open,3500 W Alton Gloor Blvd,Brownsville,,Texas,TX,78520,US,25.9783,-97.5203,America/Chicago,Supercenter,,956-350-2022,48,48061,48061012509,480610125092004,15180,154,ceo,nominatim+fcc,Cameron County,"Brownsville-Harlingen, TX",TRUE,"Brownsville-Harlingen-Raymondville, TX"
2765,,https://www.walmart.com/store/2765-los-fresnos-tx,Walmart Supercenter,open,1004 W Ocean Boulevard,Los Fresnos,,Texas,TX,78566,US,26.0745,-97.4913,America/Chicago,Supercenter,,956-233-1742,48,48061,48061012402,480610124024015,15180,154,ceo,nominatim+fcc,Cameron County,"Brownsville-Harlingen, TX",TRUE,"Brownsville-Harlingen-Raymondville, TX"
413,,https://www.walmart.com/store/413-port-isabel-tx,Walmart Supercenter,open,1401 State Highway 100,Port Isabel,,Texas,TX,78578,US,26.0714,-97.2219,America/Chicago,Supercenter,,956-943-1387,48,48061,48061012304,480610123044011,15180,154,ceo,nominatim+fcc,Cameron County,"Brownsville-Harlingen, TX",TRUE,"Brownsville-Harlingen-Raymondville, TX"
813,,https://www.walmart.com/store/813-brownwood-tx,Walmart Supercenter,open,401 W Commerce St,Brownwood,,Texas,TX,76801,US,31.7316,-98.9824,America/Chicago,Supercenter,,325-643-9727,48,48049,48049950600,480499506002004,15220,,ceo,census,Brown County,"Brownwood, TX",FALSE,
446,,https://www.walmart.com/store/446-madisonville-tx,Walmart,open,1620 E Main St,Madisonville,,Texas,TX,77864,US,30.9568,-95.8941,America/Chicago,Discount,,936-348-3715,48,48313,48313000400,483130004002002,,,ceo,census,,,,
865,,https://www.walmart.com/store/865-new-braunfels-tx,Walmart Supercenter,open,1209 S Interstate 35,New Braunfels,,Texas,TX,78130,US,29.6846,-98.1262,America/Chicago,Supercenter,,830-629-0129,48,48091,48091310501,480913105011011,41700,484,ceo,census,Comal County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
280,,https://www.walmart.com/store/280-rockdale-tx,Walmart Supercenter,open,709 W Us Highway 79,Rockdale,,Texas,TX,76567,US,30.6441,-97.0336,America/Chicago,Supercenter,,512-446-5851,48,48331,48331950700,483319507002022,,,ceo,census,,,,
251,,https://www.walmart.com/store/251-mineola-tx,Walmart Supercenter,open,135 Ne Loop 564,Mineola,,Texas,TX,75773,US,32.6896,-95.4818,America/Chicago,Supercenter,,903-569-0180,48,48499,48499950700,484999507001033,,,ceo,census,,,,
4215,,https://www.walmart.com/store/4215-quinlan-tx,Walmart Supercenter,open,8801 State Highway 34 S,Quinlan,,Texas,TX,75474,US,32.9084,-96.1257,America/Chicago,Supercenter,,903-356-1000,48,48231,48231961600,482319616001057,19100,206,ceo,census,Hunt County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
3384,,https://www.walmart.com/store/3384-hereford-tx,Walmart Supercenter,open,300 W 15th St,Hereford,,Texas,TX,79045,US,34.8368,-102.4081,America/Chicago,Supercenter,,806-364-5712,48,48117,48117950600,481179506003272,25820,,ceo,census,Deaf Smith County,"Hereford, TX",FALSE,
1046,,https://www.walmart.com/store/1046-carrizo-springs-tx,Walmart,open,2214 N 1st St,Carrizo Springs,,Texas,TX,78834,US,28.5383,-99.8481,America/Chicago,Discount,,830-876-2462,48,48127,48127950202,481279502021069,,,ceo,census,,,,
3286,,https://www.walmart.com/store/3286-hickory-creek-tx,Walmart Supercenter,open,1035 Hickory Creek Blvd,Hickory Creek,,Texas,TX,75065,US,33.1276,-97.0459,America/Chicago,Supercenter,,940-321-5363,48,48121,48121021410,481210214101004,19100,206,ceo,census,Denton County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
523,,https://www.walmart.com/store/523-carthage-tx,Walmart Supercenter,open,4609 Nw Loop 436,Carthage,,Texas,TX,75633,US,32.169,-94.3687,America/Chicago,Supercenter,,903-693-8881,48,48365,48365950300,483659503001040,,,ceo,fcc,,,,
165,,https://www.walmart.com/store/165-henderson-tx,Walmart Supercenter,open,2121 Us Highway 79 S,Henderson,,Texas,TX,75654,US,32.1323,-94.803,America/Chicago,Supercenter,,903-657-5707,48,48401,48401950900,484019509004001,30980,,ceo,census,Rusk County,"Longview, TX",TRUE,
3828,,https://www.walmart.com/store/3828-longview-tx,Walmart Supercenter,open,4006 Estes Pkwy,Longview,,Texas,TX,75603,US,32.4371,-94.7138,America/Chicago,Supercenter,,903-236-0947,48,48183,48183001400,481830014001006,30980,,ceo,census,Gregg County,"Longview, TX",TRUE,
572,,https://www.walmart.com/store/572-kilgore-tx,Walmart Supercenter,open,1201 Stone St,Kilgore,,Texas,TX,75662,US,32.3937,-94.8652,America/Chicago,Supercenter,,903-983-1494,48,48183,48183010700,481830107001036,30980,,ceo,nominatim+fcc,Gregg County,"Longview, TX",TRUE,
398,,https://www.walmart.com/store/398-longview-tx,Walmart Supercenter,open,515 E Loop 281,Longview,,Texas,TX,75605,US,32.542,-94.7275,America/Chicago,Supercenter,,903-663-4446,48,48183,48183000202,481830002022023,30980,,ceo,census,Gregg County,"Longview, TX",TRUE,
443,,https://www.walmart.com/store/443-hondo-tx,Walmart Supercenter,open,109 22nd St,Hondo,,Texas,TX,78861,US,29.3439,-99.1267,America/Chicago,Supercenter,,830-426-4356,48,48325,48325000302,483250003023004,41700,484,ceo,census,Medina County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
4103,,https://www.walmart.com/store/4103-devine-tx,Walmart Supercenter,open,175 Interstate 35 N,Devine,,Texas,TX,78016,US,29.1334,-98.8942,America/Chicago,Supercenter,,830-663-5944,48,48325,48325000802,483250008022025,41700,484,ceo,nominatim+fcc,Medina County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
7263,,https://www.walmart.com/store/7263-san-antonio-tx,Clinic Pharmacy,open,1 Lone Star Pass Building 46,San Antonio,,Texas,TX,78264,US,29.2642,-98.5431,America/Chicago,Clinic Pharmacy,,210-628-4012,48,48029,48029152000,480291520001052,41700,484,ceo,fcc,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
5245,,https://www.walmart.com/store/5245-san-antonio-tx,Walmart Supercenter,open,3302 Se Military Dr,San Antonio,,Texas,TX,78223,US,29.3487,-98.4334,America/Chicago,Supercenter,,210-337-1946,48,48029,48029192200,480291922001001,41700,484,ceo,census,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
478,,https://www.walmart.com/store/478-pearsall-tx,Walmart,open,819 N Oak St,Pearsall,,Texas,TX,78061,US,28.8988,-99.0943,America/Chicago,Discount,,830-334-9451,48,48163,48163950101,481639501012039,,,ceo,census,,,,
260,,https://www.walmart.com/store/260-waxahachie-tx,Walmart Supercenter,open,1200 N Highway 77,Waxahachie,,Texas,TX,75165,US,32.4184,-96.8413,America/Chicago,Supercenter,,972-937-3460,48,48139,48139060601,481390606014003,19100,206,ceo,census,Ellis County,"Dallas-Fort Worth-Arlington, TX",TRUE,"Dallas-Fort Worth, TX-OK"
781,,https://www.walmart.com/store/781-marble-falls-tx,Walmart Supercenter,open,2700 Us Highway 281,Marble Falls,,Texas,TX,78654,US,30.5302,-98.2839,America/Chicago,Supercenter,,830-693-4461,48,48053,48053960801,480539608012004,,,ceo,census,,,,
163,,https://www.walmart.com/store/163-nacogdoches-tx,Walmart Supercenter,open,4810 North St,Nacogdoches,,Texas,TX,75965,US,31.6501,-94.6524,America/Chicago,Supercenter,,936-560-6969,48,48347,48347950501,483479505012011,34860,,ceo,census,Nacogdoches County,"Nacogdoches, TX",FALSE,
4674,,https://www.walmart.com/store/4674-nacogdoches-tx,Walmart Neighborhood Market,open,1030 N University Dr,Nacogdoches,,Texas,TX,75961,US,31.6114,-94.6383,America/Chicago,Neighborhood Market,,936-585-7811,48,48347,48347951002,483479510022002,34860,,ceo,census,Nacogdoches County,"Nacogdoches, TX",FALSE,
900,,https://www.walmart.com/store/900-childress-tx,Walmart Supercenter,open,2801 Avenue F Nw,Childress,,Texas,TX,79201,US,34.4351,-100.2343,America/Chicago,Supercenter,,940-937-6166,48,48075,48075950200,480759502005013,,,ceo,census,,,,
901,,https://www.walmart.com/store/901-seguin-tx,Walmart Supercenter,open,550 South 123 Bypass,Seguin,,Texas,TX,78155,US,29.5648,-97.9416,America/Chicago,Supercenter,,830-372-5993,48,48187,48187210400,481872104002026,41700,484,ceo,fcc,Guadalupe County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
465,,https://www.walmart.com/store/465-floresville-tx,Walmart Supercenter,open,305 10th Street,Floresville,,Texas,TX,78114,US,29.1635,-98.1779,America/Chicago,Supercenter,,830-393-4417,48,48493,48493000300,484930003003003,41700,484,ceo,census,Wilson County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
249,,https://www.walmart.com/store/249-cleveland-tx,Walmart Supercenter,open,831 Highway 59 S,Cleveland,,Texas,TX,77327,US,30.3336,-95.0981,America/Chicago,Supercenter,,281-592-2654,48,48291,48291700100,482917001003039,26420,288,ceo,fcc,Liberty County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
400,,https://www.walmart.com/store/400-conroe-tx,Walmart Supercenter,open,1407 N Loop 336 W,Conroe,,Texas,TX,77304,US,30.3312,-95.4793,America/Chicago,Supercenter,,936-788-5400,48,48339,48339693600,483396936001000,26420,288,ceo,census,Montgomery County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3585,,https://www.walmart.com/store/3585-spring-tx,Walmart Supercenter,open,2901 Riley Fuzzel Rd,Spring,,Texas,TX,77386,US,30.1125,-95.3881,America/Chicago,Supercenter,,832-823-7815,48,48339,48339692006,483396920062012,26420,288,ceo,nominatim+fcc,Montgomery County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
3213,,https://www.walmart.com/store/3213-the-woodlands-tx,Walmart Supercenter,open,3040 College Park Dr,The Woodlands,,Texas,TX,77384,US,30.2074,-95.4602,America/Chicago,Supercenter,,936-321-9922,48,48339,48339690701,483396907012003,26420,288,ceo,census,Montgomery County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
2670,,https://www.walmart.com/store/2670-spring-tx,Clinic Pharmacy,open,608 Spring Hl Dr 3 Ste 300,Spring,,Texas,TX,77386,US,30.1218,-95.4331,America/Chicago,Clinic Pharmacy,,281-466-5804,48,48339,48339691900,483396919002014,26420,288,ceo,census,Montgomery County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
