store_number,slug,url,location_name,status,address_line1,city,county,state,region,postal_code,country_code,latitude,longitude,time_zone,format,total_building_area_sqft,main_voice_phone_number,state_fips,county_fips,tract_fips,block_fips,cbsa_fips,csa_fips,county_name,cbsa_name,cbsa_metro,csa_name
2368,bullhead-city,https://www.target.com/sl/bullhead-city/2368,Bullhead City,Open,3699 Hwy 95,Bullhead City,Mohave,Arizona,AZ,86442-9119,US,35.051939,-114.592099,America/Phoenix,Pfresh,130183,928-704-5064,04,04015,04015951900,040159519004000,29420,,Mohave County,"Lake Havasu City-Kingman, AZ",TRUE,
2369,fort-myers-north,https://www.target.com/sl/fort-myers-north/2369,Fort Myers North,Open,9350 Dynasty Dr,Fort Myers,Lee,Florida,FL,33905-5574,US,26.615149,-81.801196,America/New_York,Gen Merch,127711,239-265-9022,12,12071,12071040110,120710401101011,15980,163,Lee County,"Cape Coral-Fort Myers, FL",TRUE,"Cape Coral-Fort Myers-Naples, FL"
2370,orlando-sw,https://www.target.com/sl/orlando-sw/2370,Orlando SW,Open,3200 Rolling Oaks Blvd,Kissimmee,Osceola,Florida,FL,34747-3052,US,28.344167,-81.614219,America/New_York,SuperTarget,181184,321-677-3971,12,12097,12097040805,120970408051018,36740,422,Osceola County,"Orlando-Kissimmee-Sanford, FL",TRUE,"Orlando-Lakeland-Deltona, FL"
2371,anchorage-ne,https://www.target.com/sl/anchorage-ne/2371,Anchorage NE,Open,1200 N Muldoon Rd,Anchorage,Anchorage Municipality,Alaska,AK,99504-6103,US,61.226817,-149.745678,America/Anchorage,Gen Merch,170463,907-269-2100,02,02020,02020980100,020209801001147,11260,,Anchorage Municipality,"Anchorage, AK",TRUE,
2372,anchorage-south,https://www.target.com/sl/anchorage-south/2372,Anchorage South,Open,150 W 100th Ave,Anchorage,Anchorage Municipality,Alaska,AK,99515-2673,US,61.129094,-149.881696,America/Anchorage,Gen Merch,170553,907-267-7500,02,02020,02020002712,020200027121017,11260,,Anchorage Municipality,"Anchorage, AK",TRUE,
2373,chicago-wilson-yard,https://www.target.com/sl/chicago-wilson-yard/2373,Chicago Wilson Yard,Open,4466 N Broadway St,Chicago,Cook,Illinois,IL,60640-5660,US,41.963561,-87.656393,America/Chicago,Pfresh,203675,773-596-2376,17,17031,17031830700,170318307004002,16980,176,Cook County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
2374,harker-heights,https://www.target.com/sl/harker-heights/2374,Harker Heights,Open,201 E Central Texas Expy,Harker Heights,Bell,Texas,TX,76548-2747,US,31.073937,-97.66253,America/Chicago,Pfresh,132347,254-953-5880,48,48027,48027021901,480270219013012,28660,,Bell County,"Killeen-Temple, TX",TRUE,
2375,bessemer,https://www.target.com/sl/bessemer/2375,Bessemer,Open,4889 Promenade Pkwy,Bessemer,Jefferson,Alabama,AL,35022-7305,US,33.334428,-86.990326,America/Chicago,Pfresh,127367,205-565-3760,01,01073,01073014105,010730141051037,13820,142,Jefferson County,"Birmingham, AL",TRUE,"Birmingham-Cullman-Talladega, AL"
2376,orlando---sodo,https://www.target.com/sl/orlando---sodo/2376,Orlando - Sodo,Open,120 W Grant St,Orlando,Orange,Florida,FL,32806-3932,US,28.51585,-81.3795,America/New_York,SuperTarget,184784,407-608-1580,12,12095,12095018500,120950185003050,36740,422,Orange County,"Orlando-Kissimmee-Sanford, FL",TRUE,"Orlando-Lakeland-Deltona, FL"
2377,lafayette-n,https://www.target.com/sl/lafayette-n/2377,Lafayette N,Open,3225 Louisiana Ave,Lafayette,Lafayette Parish,Louisiana,LA,70501-1406,US,30.265299,-91.995832,America/Chicago,Pfresh,126978,337-769-7515,22,22055,22055001202,220550012024006,29180,318,Lafayette Parish,"Lafayette, LA",TRUE,"Lafayette-New Iberia-Opelousas, LA"
2378,yorkville,https://www.target.com/sl/yorkville/2378,Yorkville,Open,1652 N Beecher Rd,Yorkville,Kendall,Illinois,IL,60560-5602,US,41.662813,-88.464549,America/Chicago,SuperTarget,177398,630-385-3200,17,17093,17093890401,170938904013009,16980,176,Kendall County,"Chicago-Naperville-Elgin, IL-IN",TRUE,"Chicago-Naperville, IL-IN-WI"
2379,winchester-north,https://www.target.com/sl/winchester-north/2379,Winchester North,Open,191 Market St,Winchester,Frederick,Virginia,VA,22603-4750,US,39.221962,-78.135246,America/New_York,Pfresh,127008,540-545-4960,51,51069,51069051102,510690511021005,49020,548,Frederick County,"Winchester, VA-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
2381,paramus,https://www.target.com/sl/paramus/2381,Paramus,Open,900 Bergen Town Ctr,Paramus,Bergen,New Jersey,NJ,07652-5005,US,40.915876,-74.061134,America/New_York,Pfresh,181551,201-881-7660,34,34003,34003042500,340030425001010,35620,408,Bergen County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
2382,batavia,https://www.target.com/sl/batavia/2382,Batavia,Open,4300 Veterans Memorial Dr,Batavia,Genesee,New York,NY,14020-1258,US,43.015991,-78.201993,America/New_York,Pfresh,126844,585-300-2045,36,36037,36037950401,360379504012031,12860,464,Genesee County,"Batavia, NY",FALSE,"Rochester-Batavia-Seneca Falls, NY"
2383,omaha-far-sw,https://www.target.com/sl/omaha-far-sw/2383,Omaha Far SW,Open,12500 K Plaza,Omaha,Douglas,Nebraska,NE,68137-2207,US,41.214297,-96.108691,America/Chicago,SuperTarget,177757,402-201-2658,31,31055,31055007409,310550074093111,36540,420,Douglas County,"Omaha, NE-IA",TRUE,"Omaha-Fremont, NE-IA"
2384,mantua,https://www.target.com/sl/mantua/2384,Mantua,Open,675 Woodbury Glassboro Rd,Sewell,Gloucester,New Jersey,NJ,08080-3733,US,39.764985,-75.132122,America/New_York,Pfresh,129708,856-415-2380,34,34015,34015500702,340155007021006,37980,428,Gloucester County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",TRUE,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
2385,harmar,https://www.target.com/sl/harmar/2385,Harmar,Open,2661 Freeport Rd,Pittsburgh,Allegheny,Pennsylvania,PA,15238-1441,US,40.537955,-79.837073,America/New_York,Pfresh,132142,412-820-6780,42,42003,42003419000,420034190001067,38300,430,Allegheny County,"Pittsburgh, PA",TRUE,"Pittsburgh-Weirton-Steubenville, PA-OH-WV"
2386,atwater,https://www.target.com/sl/atwater/2386,Atwater,Open,1000 Commerce Ave,Atwater,Merced,California,CA,95301-5213,US,37.341514,-120.610705,America/Los_Angeles,SuperTarget,178317,209-357-4820,06,06047,06047000702,060470007021010,32900,488,Merced County,"Merced, CA",TRUE,"San Jose-San Francisco-Oakland, CA"
2387,flowery-branch,https://www.target.com/sl/flowery-branch/2387,Flowery Branch,Open,5865 Spout Springs Rd,Flowery Branch,Hall,Georgia,GA,30542-3448,US,34.178722,-83.911284,America/New_York,Pfresh,126959,770-967-1205,13,13139,13139001606,131390016062044,23580,122,Hall County,"Gainesville, GA",TRUE,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
2388,franklin,https://www.target.com/sl/franklin/2388,Franklin,Open,7800 S Lovers Lane Rd,Franklin,Milwaukee,Wisconsin,WI,53132-2290,US,42.903914,-88.037063,America/Chicago,Pfresh,125269,414-448-4000,55,55079,55079150303,550791503031008,33340,376,Milwaukee County,"Milwaukee-Waukesha, WI",TRUE,"Milwaukee-Racine-Waukesha, WI"
2389,atascocita,https://www.target.com/sl/atascocita/2389,Atascocita,Open,6931 FM 1960 Rd E,Humble,Harris,Texas,TX,77346-2705,US,30.000453,-95.172219,America/Chicago,Pfresh,177324,281-318-2237,48,48201,48201250702,482012507022036,26420,288,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
2390,apple-valley-south,https://www.target.com/sl/apple-valley-south/2390,Apple Valley South,Open,15560 Pilot Knob Rd,Apple Valley,Dakota,Minnesota,MN,55124-7286,US,44.72331,-93.1754,America/Chicago,SuperTarget,183124,952-236-3165,27,27037,27037060839,270370608393006,33460,378,Dakota County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2391,indy-glendale,https://www.target.com/sl/indy-glendale/2391,Indy Glendale,Open,6101 N Keystone Ave,Indianapolis,Marion,Indiana,IN,46220-2488,US,39.866403,-86.119702,America/New_York,Pfresh,129703,317-454-7504,18,18097,18097321400,180973214004018,26900,294,Marion County,"Indianapolis-Carmel-Greenwood, IN",TRUE,"Indianapolis-Carmel-Muncie, IN"
2392,stafford-township,https://www.target.com/sl/stafford-township/2392,Stafford Township,Open,209 Stafford Park Blvd,Manahawkin,Ocean,New Jersey,NJ,08050-2734,US,39.710389,-74.28476,America/New_York,Pfresh,138040,609-978-4922,34,34029,34029735003,340297350031040,35620,408,Ocean County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
2394,brandywine,https://www.target.com/sl/brandywine/2394,Brandywine,Open,15922 Crain Hwy SE,Brandywine,Prince George's,Maryland,MD,20613-8000,US,38.67245,-76.8732,America/New_York,Pfresh,128698,301-720-9000,24,24033,24033801003,240338010032035,47900,548,Prince George's County,"Washington-Arlington-Alexandria, DC-VA-MD-WV",TRUE,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
2395,wesley-chapel,https://www.target.com/sl/wesley-chapel/2395,Wesley Chapel,Open,6350 Weddington Rd,Wesley Chapel,Union,North Carolina,NC,28104-7925,US,34.999776,-80.69596,America/New_York,Pfresh,128930,704-234-5271,37,37179,37179021020,371790210204008,16740,172,Union County,"Charlotte-Concord-Gastonia, NC-SC",TRUE,"Charlotte-Concord, NC-SC"
2396,red-mill,https://www.target.com/sl/red-mill/2396,Red Mill,Open,2233 Upton Dr,Virginia Beach,Virginia Beach City,Virginia,VA,23454-1186,US,36.75582,-76.009786,America/New_York,Pfresh,126708,757-430-5100,51,51810,51810045420,518100454202006,47260,545,Virginia Beach city,"Virginia Beach-Chesapeake-Norfolk, VA-NC",TRUE,"Virginia Beach-Chesapeake, VA-NC"
2397,la-habra,https://www.target.com/sl/la-habra/2397,La Habra,Open,1000 W Imperial Hwy,La Habra,Orange,California,CA,90631-6901,US,33.91612,-117.957,America/Los_Angeles,Pfresh,136307,714-459-6034,06,06059,06059001708,060590017081000,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
2398,ventura-mall,https://www.target.com/sl/ventura-mall/2398,Ventura Mall,Open,245 S Mills Rd,Ventura,Ventura,California,CA,93003-3435,US,34.27049,-119.249,America/Los_Angeles,Pfresh,205173,805-535-2752,06,06111,06111002700,061110027001002,37100,348,Ventura County,"Oxnard-Thousand Oaks-Ventura, CA",TRUE,"Los Angeles-Long Beach, CA"
2399,hanover-township,https://www.target.com/sl/hanover-township/2399,Hanover Township,Open,912 Airport Center Dr,Allentown,Lehigh,Pennsylvania,PA,18109-9385,US,40.63911,-75.4396,America/New_York,Pfresh,132650,610-573-5710,42,42077,42077005902,420770059021029,10900,106,Lehigh County,"Allentown-Bethlehem-Easton, PA-NJ",TRUE,"Allentown-Bethlehem-East Stroudsburg, PA-NJ"
2400,goodyear-west,https://www.target.com/sl/goodyear-west/2400,Goodyear West,Open,995 S Cotton Ln,Goodyear,Maricopa,Arizona,AZ,85338-4604,US,33.437407,-112.421869,America/Phoenix,SuperTarget,177965,480-627-3275,04,04013,04013061051,040130610512004,38060,429,Maricopa County,"Phoenix-Mesa-Chandler, AZ",TRUE,"Phoenix-Mesa, AZ"
2403,fort-collins-east,https://www.target.com/sl/fort-collins-east/2403,Fort Collins East,Open,2936 Council Tree Ave,Fort Collins,Larimer,Colorado,CO,80525-6300,US,40.527099,-105.02242,America/Denver,SuperTarget,177936,970-530-3120,08,08069,08069001603,080690016034012,22660,,Larimer County,"Fort Collins-Loveland, CO",TRUE,
2404,henderson-lake-mead-pkwy,https://www.target.com/sl/henderson-lake-mead-pkwy/2404,Henderson Lake Mead Pkwy,Open,350 W Lake Mead Pkwy,Henderson,Clark,Nevada,NV,89015-7088,US,36.038477,-114.994098,America/Los_Angeles,Pfresh,136400,702-216-1900,32,32003,32003005112,320030051121095,29820,332,Clark County,"Las Vegas-Henderson-North Las Vegas, NV",TRUE,"Las Vegas-Henderson, NV"
2406,woodbury-commerce-drive,https://www.target.com/sl/woodbury-commerce-drive/2406,Woodbury Commerce Drive,Open,449 Commerce Dr,Woodbury,Washington,Minnesota,MN,55125-4872,US,44.939486,-92.908822,America/Chicago,SuperTarget,177001,651-239-1874,27,27163,27163071010,271630710102025,33460,378,Washington County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2407,danville,https://www.target.com/sl/danville/2407,Danville,Open,155 Holt Garrison Pkwy,Danville,Danville City,Virginia,VA,24540-5947,US,36.599244,-79.418579,America/New_York,Pfresh,126861,434-799-9950,51,51590,51590000800,515900008001000,19260,,Danville city,"Danville, VA",FALSE,
2408,woodland,https://www.target.com/sl/woodland/2408,Woodland,Open,2185 Bronze Star Dr,Woodland,Yolo,California,CA,95776-5406,US,38.672209,-121.725313,America/Los_Angeles,Pfresh,126777,530-665-4148,06,06113,06113011208,061130112083073,40900,472,Yolo County,"Sacramento-Roseville-Folsom, CA",TRUE,"Sacramento-Roseville, CA"
2409,austin-arboretum,https://www.target.com/sl/austin-arboretum/2409,Austin Arboretum,Open,10107 Research Blvd,Austin,Travis,Texas,TX,78759-5803,US,30.392679,-97.744668,America/Chicago,Pfresh,130100,512-687-1315,48,48453,48453032400,484530324001001,12420,,Travis County,"Austin-Round Rock-San Marcos, TX",TRUE,
2410,oahu-honolulu-salt-lake,https://www.target.com/sl/oahu-honolulu-salt-lake/2410,Oahu-Honolulu Salt Lake,Open,4380 Lawehana St,Honolulu,Honolulu,Hawaii,HI,96818-3137,US,21.3557,-157.929,Pacific/Honolulu,Pfresh,217150,808-441-3118,15,15003,15003007400,150030074001078,46520,,Honolulu County,"Urban Honolulu, HI",TRUE,
2411,oahu-kapolei,https://www.target.com/sl/oahu-kapolei/2411,Oahu-Kapolei,Open,4450 Kapolei Pkwy,Kapolei,Honolulu,Hawaii,HI,96707-1878,US,21.331578,-158.092822,Pacific/Honolulu,Pfresh,159698,808-457-3679,15,15003,15003008609,150030086091010,46520,,Honolulu County,"Urban Honolulu, HI",TRUE,
2412,hawaii-kona,https://www.target.com/sl/hawaii-kona/2412,Hawaii-Kona,Open,74-5455 Makala Blvd,Kailua Kona,Hawaii,Hawaii,HI,96740-2727,US,19.648413,-156.002854,Pacific/Honolulu,Pfresh,162250,808-334-4020,15,15001,15001021504,150010215042039,25900,,Hawaii County,"Hilo-Kailua, HI",FALSE,
2414,fairview-heights,https://www.target.com/sl/fairview-heights/2414,Fairview Heights,Open,4701 N Illinois St,Fairview Heights,St. Clair,Illinois,IL,62208-3416,US,38.572074,-89.986828,America/Chicago,Pfresh,127008,618-310-2074,17,17163,17163503416,171635034163020,41180,476,St. Clair County,"St. Louis, MO-IL",TRUE,"St. Louis-St. Charles-Farmington, MO-IL"
2415,canton-michigan-avenue,https://www.target.com/sl/canton-michigan-avenue/2415,Canton Michigan Avenue,Open,47330 Michigan Ave,Canton,Wayne,Michigan,MI,48188-2310,US,42.269635,-83.502964,America/New_York,Pfresh,127542,734-714-2012,26,26163,26163564503,261635645032015,19820,220,Wayne County,"Detroit-Warren-Dearborn, MI",TRUE,"Detroit-Warren-Ann Arbor, MI"
2418,philadelphia-cottman,https://www.target.com/sl/philadelphia-cottman/2418,Philadelphia Cottman,Open,7400 Bustleton Ave,Philadelphia,Philadelphia,Pennsylvania,PA,19152-4312,US,40.051333,-75.058631,America/New_York,Pfresh,137054,267-350-9480,42,42101,42101033400,421010334004007,37980,428,Philadelphia County,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",TRUE,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
2419,houston-eldridge-pkwy,https://www.target.com/sl/houston-eldridge-pkwy/2419,Houston Eldridge Pkwy,Open,2700 Eldridge Pkwy,Houston,Harris,Texas,TX,77082-6870,US,29.733015,-95.626743,America/Chicago,Pfresh,180395,281-810-5251,48,48201,48201451700,482014517002005,26420,288,Harris County,"Houston-Pasadena-The Woodlands, TX",TRUE,"Houston-Pasadena, TX"
2420,porterville,https://www.target.com/sl/porterville/2420,Porterville,Open,1363 W Henderson Ave,Porterville,Tulare,California,CA,93257-1456,US,36.07866,-119.047,America/Los_Angeles,Pfresh,132280,559-719-2203,06,06107,06107003602,061070036021009,47300,,Tulare County,"Visalia, CA",TRUE,
2421,anaheim,https://www.target.com/sl/anaheim/2421,Anaheim,Open,101 S Euclid St,Anaheim,Orange,California,CA,92802-1011,US,33.831712,-117.942535,America/Los_Angeles,Pfresh,127345,714-422-1120,06,06059,06059087103,060590871035001,31080,348,Orange County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
2422,broken-arrow,https://www.target.com/sl/broken-arrow/2422,Broken Arrow,Open,1150 E Hillside Dr,Broken Arrow,Tulsa,Oklahoma,OK,74012-2385,US,36.066905,-95.775939,America/Chicago,Pfresh,126836,918-615-1900,40,40143,40143007416,401430074161010,46140,538,Tulsa County,"Tulsa, OK",TRUE,"Tulsa-Bartlesville-Muskogee, OK"
2423,kansas-city-skyview-ave,https://www.target.com/sl/kansas-city-skyview-ave/2423,Kansas City Skyview Ave,Open,9040 N Skyview Ave,Kansas City,Platte,Missouri,MO,64154-8501,US,39.257692,-94.654643,America/Chicago,Pfresh,126934,816-410-2940,29,29165,29165030210,291650302101014,28140,312,Platte County,"Kansas City, MO-KS",TRUE,"Kansas City-Overland Park-Kansas City, MO-KS"
2424,long-beach-nw,https://www.target.com/sl/long-beach-nw/2424,Long Beach NW,Open,6750 Cherry Ave,Long Beach,Los Angeles,California,CA,90805-1717,US,33.877571,-118.166633,America/Los_Angeles,Pfresh,127645,562-295-2971,06,06037,06037570203,060375702032005,31080,348,Los Angeles County,"Los Angeles-Long Beach-Anaheim, CA",TRUE,"Los Angeles-Long Beach, CA"
2425,ridgmar,https://www.target.com/sl/ridgmar/2425,Ridgmar,Open,751 Alta Mere Dr,Fort Worth,Tarrant,Texas,TX,76116-1526,US,32.74899,-97.432039,America/Chicago,Pfresh,127092,817-566-0565,,,,,,,,,,
2426,san-antonio-culebra,https://www.target.com/sl/san-antonio-culebra/2426,San Antonio Culebra,Open,5355 W Loop 1604 N,San Antonio,Bexar,Texas,TX,78253-5300,US,29.493253,-98.709562,America/Chicago,SuperTarget,177138,210-424-1910,48,48029,48029172005,480291720051002,41700,484,Bexar County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
2427,west-palm-beach,https://www.target.com/sl/west-palm-beach/2427,West Palm Beach,Open,1760 Palm Beach Lakes Blvd,West Palm Beach,Palm Beach,Florida,FL,33401-2008,US,26.72269,-80.085,America/New_York,Pfresh,150235,561-847-7480,12,12099,12099002005,120990020052000,33100,370,Palm Beach County,"Miami-Fort Lauderdale-West Palm Beach, FL",TRUE,"Miami-Port St. Lucie-Fort Lauderdale, FL"
2428,bryan,https://www.target.com/sl/bryan/2428,Bryan,Open,3061 Wildflower Dr,Bryan,Brazos,Texas,TX,77802-3060,US,30.664818,-96.32209,America/Chicago,Pfresh,126709,979-774-1480,48,48041,48041002022,480410020223012,17780,,Brazos County,"College Station-Bryan, TX",TRUE,
2429,new-braunfels,https://www.target.com/sl/new-braunfels/2429,New Braunfels,Open,135 Creekside Way,New Braunfels,Comal,Texas,TX,78130-6248,US,29.73089,-98.073444,America/Chicago,Pfresh,126842,830-608-3280,48,48091,48091310904,480913109042050,41700,484,Comal County,"San Antonio-New Braunfels, TX",TRUE,"San Antonio-New Braunfels-Kerrville, TX"
2430,warwick-north,https://www.target.com/sl/warwick-north/2430,Warwick North,Open,400 Bald Hill Rd,Warwick,Kent,Rhode Island,RI,02886-6101,US,41.722392,-71.47641,America/New_York,Pfresh,139315,401-244-1972,44,44003,44003022300,440030223003018,39300,148,Kent County,"Providence-Warwick, RI-MA",TRUE,"Boston-Worcester-Providence, MA-RI-NH"
2431,milton,https://www.target.com/sl/milton/2431,Milton,Open,13055 Highway 9 N,Milton,Fulton,Georgia,GA,30004-5137,US,34.099447,-84.269227,America/New_York,SuperTarget,179127,770-225-1780,13,13121,13121011645,131210116451000,12060,122,Fulton County,"Atlanta-Sandy Springs-Roswell, GA",TRUE,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
2432,killingly,https://www.target.com/sl/killingly/2432,Killingly,Open,2177 Killingly Cmns,Dayville,Windham,Connecticut,CT,06241-2188,US,41.839019,-71.883778,America/New_York,Gen Merch,127266,860-412-1283,09,09015,09015904400,090159044003000,,,,,,
2433,lisbon,https://www.target.com/sl/lisbon/2433,Lisbon,Open,195 River Rd,Lisbon,New London,Connecticut,CT,06351-3253,US,41.585192,-71.99693,America/New_York,Pfresh,127010,860-823-2960,09,09011,09011710100,090117101005004,,,,,,
2434,southington,https://www.target.com/sl/southington/2434,Southington,Open,600 Executive Blvd,Southington,Hartford,Connecticut,CT,06489-6008,US,41.611472,-72.901357,America/New_York,Pfresh,132516,860-406-6754,09,09003,09003430604,090034306041021,,,,,,
2436,richmond-east,https://www.target.com/sl/richmond-east/2436,Richmond East,Open,4521 S Laburnum Ave,Richmond,Henrico,Virginia,VA,23231-2421,US,37.530964,-77.35611,America/New_York,Pfresh,128383,804-836-1860,51,51087,51087201406,510872014064005,40060,,Henrico County,"Richmond, VA",TRUE,
2437,williamsport,https://www.target.com/sl/williamsport/2437,Williamsport,Open,170 S Lycoming Mall Rd,Muncy,Lycoming,Pennsylvania,PA,17756-8152,US,41.2438,-76.8352,America/New_York,Pfresh,126842,570-940-1000,42,42081,42081010800,420810108001053,48700,558,Lycoming County,"Williamsport, PA",TRUE,"Williamsport-Lock Haven, PA"
2438,san-marcos,https://www.target.com/sl/san-marcos/2438,San Marcos,Open,700 Barnes Dr,San Marcos,Hays,Texas,TX,78666-6187,US,29.846426,-97.970298,America/Chicago,Pfresh,132348,512-392-7960,48,48209,48209010500,482090105003005,12420,,Hays County,"Austin-Round Rock-San Marcos, TX",TRUE,
2439,selinsgrove,https://www.target.com/sl/selinsgrove/2439,Selinsgrove,Open,501 Market Place Blvd,Selinsgrove,Snyder,Pennsylvania,PA,17870-2407,US,40.842348,-76.837848,America/New_York,Pfresh,126842,570-743-4930,42,42109,42109070100,421090701002001,42780,146,Snyder County,"Selinsgrove, PA",FALSE,"Bloomsburg-Berwick-Sunbury, PA"
2440,fort-wayne-sw,https://www.target.com/sl/fort-wayne-sw/2440,Fort Wayne SW,Open,1102 S Thomas Rd,Fort Wayne,Allen,Indiana,IN,46804-1144,US,41.076805,-85.20336,America/New_York,Pfresh,126842,260-434-4580,18,18003,18003011501,180030115013028,23060,258,Allen County,"Fort Wayne, IN",TRUE,"Fort Wayne-Huntington-Auburn, IN"
2442,olive-branch-west,https://www.target.com/sl/olive-branch-west/2442,Olive Branch West,Open,5150 Goodman Rd,Olive Branch,DeSoto,Mississippi,MS,38654-7903,US,34.964928,-89.898693,America/Chicago,Pfresh,127087,662-892-3031,28,28033,28033070723,280330707232025,32820,368,DeSoto County,"Memphis, TN-MS-AR",TRUE,"Memphis-Clarksdale-Forrest City, TN-MS-AR"
2445,pensacola-west,https://www.target.com/sl/pensacola-west/2445,Pensacola West,Open,2950 S Blue Angel Pkwy,Pensacola,Escambia,Florida,FL,32506-6905,US,30.363162,-87.358086,America/Chicago,Pfresh,127301,850-454-3000,12,12033,12033002605,120330026051018,37860,,Escambia County,"Pensacola-Ferry Pass-Brent, FL",TRUE,
2446,washington-twp,https://www.target.com/sl/washington-twp/2446,Washington Twp,Open,68 US Highway 46 W,Hackettstown,Morris,New Jersey,NJ,07840-4978,US,40.8465,-74.8083,America/New_York,Pfresh,127610,908-452-9251,34,34027,34027046201,340270462011007,35620,408,Morris County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
2448,derby,https://www.target.com/sl/derby/2448,Derby,Open,2024 N Rock Rd,Derby,Sedgwick,Kansas,KS,67037-3752,US,37.568922,-97.241693,America/Chicago,Pfresh,126796,316-448-4553,20,20173,20173010007,201730100073047,48620,556,Sedgwick County,"Wichita, KS",TRUE,"Wichita-Arkansas City-Winfield, KS"
2449,waconia,https://www.target.com/sl/waconia/2449,Waconia,Open,875 E Main St,Waconia,Carver,Minnesota,MN,55387-1081,US,44.840873,-93.770344,America/Chicago,Pfresh,133383,952-442-9333,27,27019,27019090302,270190903021014,33460,378,Carver County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2450,reynoldsburg,https://www.target.com/sl/reynoldsburg/2450,Reynoldsburg,Open,2437 Taylor Park Dr,Reynoldsburg,Fairfield,Ohio,OH,43068-8036,US,39.934578,-82.792794,America/New_York,Pfresh,133054,614-655-5001,39,39045,39045032704,390450327041000,18140,198,Fairfield County,"Columbus, OH",TRUE,"Columbus-Marion-Zanesville, OH"
2451,flushing,https://www.target.com/sl/flushing/2451,Flushing,Open,4024 College Point Blvd,Flushing,Queens,New York,NY,11354-5112,US,40.757285,-73.83417,America/New_York,Pfresh,177690,347-532-9942,36,36081,36081087100,360810871001001,35620,408,Queens County,"New York-Newark-Jersey City, NY-NJ",TRUE,"New York-Newark, NY-NJ-CT-PA"
2454,council-bluffs,https://www.target.com/sl/council-bluffs/2454,Council Bluffs,Open,3804 Metro Dr,Council Bluffs,Pottawattamie,Iowa,IA,51501-7732,US,41.220723,-95.838976,America/Chicago,Pfresh,128247,712-309-3380,19,19155,19155031300,191550313002038,36540,420,Pottawattamie County,"Omaha, NE-IA",TRUE,"Omaha-Fremont, NE-IA"
2455,davis,https://www.target.com/sl/davis/2455,Davis,Open,4601 2nd St,Davis,Yolo,California,CA,95618-9446,US,38.554434,-121.69929,America/Los_Angeles,Pfresh,126861,530-761-0126,06,06113,06113010605,061130106052000,40900,472,Yolo County,"Sacramento-Roseville-Folsom, CA",TRUE,"Sacramento-Roseville, CA"
2456,otsego,https://www.target.com/sl/otsego/2456,Otsego,Open,15800 87th St NE,Otsego,Wright,Minnesota,MN,55330-6546,US,45.278232,-93.563492,America/Chicago,SuperTarget,188301,763-252-1315,27,27171,27171100101,271711001014016,33460,378,Wright County,"Minneapolis-St. Paul-Bloomington, MN-WI",TRUE,"Minneapolis-St. Paul, MN-WI"
2457,rapid-city,https://www.target.com/sl/rapid-city/2457,Rapid City,Open,1415 Eglin St,Rapid City,Pennington,South Dakota,SD,57701-9504,US,44.098721,-103.188443,America/Denver,Pfresh,132405,605-341-8620,46,46103,46103010400,461030104001011,39660,452,Pennington County,"Rapid City, SD",TRUE,"Rapid City-Spearfish, SD"
2458,aurora-south,https://www.target.com/sl/aurora-south/2458,Aurora South,Open,15700 E Briarwood Cir,Aurora,Arapahoe,Colorado,CO,80016-1558,US,39.592002,-104.804946,America/Denver,Pfresh,127187,720-214-6000,08,08005,08005086300,080050863002000,19740,216,Arapahoe County,"Denver-Aurora-Centennial, CO",TRUE,"Denver-Aurora-Greeley, CO"
2459,plattsburgh,https://www.target.com/sl/plattsburgh/2459,Plattsburgh,Open,60 Smithfield Blvd,Plattsburgh,Clinton,New York,NY,12901-2151,US,44.702338,-73.491875,America/New_York,Pfresh,127296,518-247-4961,36,36019,36019100800,360191008001029,38460,,Clinton County,"Plattsburgh, NY",FALSE,
